eeacellcode	T	Sobs	Q1	Q2	U	C1_hat	C1_lo	C1_hi	C1_width	C0_hat	C0_lo	C0_hi	C0_width	reliable_complete
5kmE3935N3105	5732	2295	864	324	32257	0.9732186209032847	0.9838178948882254	0.9884290220091984	0.004611127120973002	0.6658351660966424	0.8091840266848589	0.8965102196833719	0.08732619299851296	True
5kmE3920N3110	5551	1593	625	232	18840	0.9668303393005201	0.9792621533576727	0.9863953034597785	0.007133150102105801	0.6542866798375708	0.7913504247110191	0.8996845022499875	0.1083340775389684	True
5kmE3930N3110	7729	2117	748	296	54892	0.9863746374100124	0.9917762413132113	0.9939631141795828	0.0021868728663715364	0.6913813842971548	0.8286049210968773	0.9104859151041683	0.08188099400729099	True
5kmE3915N3110	5053	1472	604	227	16118	0.9625319426747312	0.9769552855315036	0.984001053294268	0.007045767762764443	0.6469190964333495	0.754979624465608	0.890274899683448	0.13529527521784002	True
5kmE3925N3110	6742	1913	645	264	44820	0.9856108504495135	0.9905638100451767	0.9940119370211836	0.0034481269760069377	0.7083062186681576	0.821617854194177	0.9240573454177209	0.1024394912235439	True
5kmE3935N3110	8347	2537	947	323	75643	0.9874816889338408	0.9925138516978688	0.994845179718855	0.002331328020986234	0.6463557736000455	0.8109564262837453	0.9055364394112188	0.09458001312747344	True
5kmE3935N3115	8168	2703	1030	395	70359	0.9853621671948468	0.990776957775922	0.99387600431045	0.0030990465345279716	0.6681090074627027	0.7877137627247474	0.911720335734045	0.12400657300929763	True
5kmE3930N3115	8307	2766	1021	361	103456	0.9901319103552664	0.994336643281141	0.9958879154671807	0.001551272186039676	0.657061705463055	0.8216126368822076	0.9073663676216324	0.08575373073942472	True
5kmE3950N3110	4679	1832	698	276	17988	0.9612029118968296	0.9761731322302377	0.983020919477069	0.006847787246831327	0.6749121607398328	0.8121892903695189	0.9053987980786626	0.09320950770914371	True
5kmE3945N3110	5301	1648	612	214	19345	0.9683680922234494	0.9811509786077918	0.9870419230387748	0.005890944430983036	0.6532067701017963	0.8121116032418288	0.9082299795205646	0.09611837627873576	True
5kmE3965N3110	7519	3025	1092	421	102257	0.9893221196239496	0.9936535417362864	0.9954839304709958	0.0018303887347094205	0.681146808223912	0.8155857302467331	0.9096719901379379	0.09408625989120478	True
5kmE3960N3110	6642	2602	909	348	65362	0.9860944400632092	0.9916687137056849	0.994094256207467	0.002425542501782174	0.6867235322556096	0.8310536338455281	0.9123256817083985	0.08127204786287034	True
5kmE3955N3110	5452	2665	940	388	34935	0.973096961146234	0.983171877937036	0.9883159509736743	0.00514407303663833	0.7006794725634825	0.8298873766317696	0.9068045818688993	0.07691720523712975	True
5kmE3955N3115	4332	2137	819	309	17333	0.9527573222963323	0.9714595790223152	0.9808926449717139	0.009433065949398745	0.6632272702992918	0.7996861903768011	0.9082817133007567	0.10859552292395558	True
5kmE3950N3115	4178	1327	505	183	13386	0.962280562340872	0.975363987868525	0.9854609451039327	0.01009695723540771	0.6557546063994807	0.7765806456328628	0.9136174858104039	0.13703684017754114	True
5kmE3965N3115	6780	2654	947	371	72325	0.9869078388250583	0.9924726520476901	0.994163077727466	0.0016904256797759531	0.6871269990837434	0.8250210812092296	0.8989158227524919	0.07389474154326237	True
5kmE3960N3115	5329	2442	853	325	33438	0.9744937490146345	0.9848123358771503	0.9894737006877772	0.004661364810626845	0.6857261462195442	0.8290378613703168	0.9177191971066724	0.08868133573635562	True
5kmE3945N3115	3729	1306	558	207	9371	0.9404664421518946	0.9625702997644646	0.9771377880151747	0.014567488250710081	0.6346320753078185	0.757771520985773	0.9053255578773024	0.14755403689152935	True
5kmE3975N3115	4751	1905	717	277	22653	0.9683537108820037	0.9804061115611754	0.986813872370469	0.006407760809293617	0.6724882699009282	0.8125394625266941	0.915149256928673	0.10260979440197893	True
5kmE3995N3115	4356	2208	857	305	26954	0.9682102858943789	0.9804557829982166	0.9878300756121382	0.00737429261392164	0.6471774131733713	0.7936481610194223	0.9063390566102638	0.11269089559084156	True
5kmE3985N3115	3560	1877	761	245	15206	0.9499630181651406	0.968197715182131	0.9796166690016292	0.011418953819498201	0.6136899743015148	0.7755524278862832	0.899988838991835	0.12443641110555181	True
5kmE3990N3115	4511	2315	826	318	26563	0.9689094227264972	0.9805772870488468	0.9873612369656983	0.006783949916851495	0.683390154361286	0.8072423932183677	0.9124405225361808	0.10519812931781314	True
5kmE3980N3115	3485	1653	680	278	11047	0.9384592694159459	0.9603339447697526	0.9741842737830276	0.013850329013274987	0.665347500089521	0.774905038389705	0.8930542717321175	0.11814923334241245	True
5kmE3970N3115	6228	2385	801	362	58028	0.9861983223787054	0.9918912697897126	0.9935939828767564	0.001702713087043728	0.7291243589949249	0.8332427179967958	0.9051420048844687	0.07189928688767289	True
5kmE4000N3115	3214	1340	518	185	13466	0.9615412989439289	0.9760674928407385	0.9836674040821993	0.007599911241460866	0.6489184682151455	0.7915225572560664	0.8994060709011715	0.10788351364510518	True
5kmE3995N3120	4009	1943	668	276	21008	0.9682091439528496	0.9795963139842659	0.9873507729181679	0.00775445893390192	0.7062436519574734	0.811943662487506	0.9326078166977386	0.12066415421023258	True
5kmE3990N3120	3178	1563	581	206	16893	0.9656147311401642	0.9785605157553627	0.9863715016073151	0.00781098585195239	0.6561533782298181	0.7998610745698181	0.9078456386491038	0.1079845640792857	True
5kmE4000N3120	3661	1415	533	212	14408	0.963014701681065	0.9759818483948782	0.9846027304976049	0.008620882102726712	0.6787097400970323	0.783887950148566	0.9073487921985459	0.12346084204997987	True
5kmE3940N3115	5571	1741	724	261	22797	0.9682455456511041	0.9803064447566622	0.987443502950646	0.007137058193983803	0.6342467758392565	0.7735902917265607	0.9112488967003498	0.13765860497378912	True
5kmE3965N3120	6963	2320	814	332	50721	0.9839533006785883	0.9898604486597585	0.9927764237423101	0.0029159750825515918	0.6992707207070789	0.8177008057996434	0.90395110569768	0.08625029989803656	True
5kmE3945N3120	4338	1350	574	172	15370	0.962659681622752	0.9770966149266125	0.9860456413839515	0.008949026457338971	0.5850339775877147	0.7385129983994033	0.9123699066016816	0.17385690820227828	True
5kmE3960N3120	4760	1813	719	280	16941	0.9575655305191391	0.9743926448532447	0.9818943027796313	0.0075016579263865735	0.6626581380828103	0.8013742471100793	0.891569880148414	0.09019563303833467	True
5kmE3950N3120	5428	1950	747	275	27707	0.9730429613952662	0.9834588209355399	0.9894893633108611	0.006030542375321191	0.657811532662596	0.7796888613909598	0.9261168050748168	0.14642794368385692	True
5kmE3955N3120	4076	1554	676	233	12940	0.9477677230669583	0.9681767115783951	0.9793458938211451	0.011169182242749987	0.6131641839150549	0.7660948623916621	0.9012140300931023	0.13511916770144017	True
5kmE3960N3125	5549	1653	666	250	18428	0.9638642343375857	0.9771648389965218	0.9851155404239064	0.007950701427384521	0.6507996665363996	0.7818250980824296	0.9119398713825849	0.1301147733001553	True
5kmE3945N3125	5438	1932	728	250	26866	0.9729059759868935	0.9840842586064458	0.9885594053673908	0.00447514676094507	0.6457709015730194	0.8091137644049977	0.9034754195394022	0.09436165513440453	True
5kmE3950N3125	4161	1607	671	222	15290	0.956122087233165	0.9725491552034446	0.9832930895518329	0.010743934348388273	0.6131686024287789	0.7597064024771245	0.916539882883548	0.15683348040642353	True
5kmE3955N3125	3921	1342	582	226	10508	0.9446245987135963	0.9639441977210416	0.9777710484933022	0.013826850772260646	0.641737336251304	0.73270330758896	0.9086213010933932	0.17591799350443327	True
5kmE3920N3115	5582	1949	739	304	21946	0.966331400938331	0.978364501641117	0.9864046405622183	0.008040138921101336	0.6845647714123327	0.7952967896675244	0.9091001773962518	0.11380338772872745	True
5kmE3925N3115	7881	2119	836	313	108170	0.9922721589542024	0.9954786350306895	0.9966758783474654	0.0011972433167759533	0.654961307555613	0.8000508321825738	0.90312941078282	0.10307857860024627	True
5kmE3915N3115	6292	2420	856	321	34003	0.9748287515332058	0.9845382496674546	0.9892416973199323	0.004703447652477655	0.6795553914781463	0.821651125465166	0.912300091245778	0.09064896578061199	True
5kmE3915N3120	7117	2405	811	291	44101	0.9816122486853773	0.9893258738365771	0.9917829491095091	0.002457075272932041	0.6803498512760965	0.847227520232825	0.903404385755572	0.05617686552274703	True
5kmE3935N3120	7275	2247	854	339	66891	0.987234354375274	0.9920413486463254	0.9944833203157664	0.0024419716694409344	0.6762899374242978	0.8014390049725226	0.9031758231752105	0.10173681820268787	True
5kmE3940N3120	5695	1592	606	216	37994	0.9840521098025669	0.9900559674205761	0.9938774547355734	0.0038214873149973183	0.6519422546407015	0.7820181408502036	0.9178694515660415	0.1358513107158379	True
5kmE3920N3120	8386	2892	920	377	70663	0.9869817289627144	0.9921783161988752	0.9939717135539075	0.0017933973550322557	0.7204042825995737	0.8504351402402022	0.9043776653081947	0.053942525067992575	True
5kmE3930N3120	7897	2766	985	344	94417	0.9895684794583431	0.9940192180799368	0.9951918528597351	0.0011726347797983427	0.6623512177520535	0.8377920191283419	0.8961812060426069	0.05838918691426498	True
5kmE3925N3120	8738	3279	1093	408	157590	0.9930648733290346	0.9960399850290832	0.9967301651899829	0.0006901801608997227	0.6913545548318828	0.8490659640095674	0.9028887977134867	0.05382283370391938	True
5kmE3940N3125	7019	2164	714	241	58854	0.9878694510811489	0.9927525010397942	0.9947582315759504	0.0020057305361562694	0.6717331480532668	0.8281598828642439	0.9219994515639147	0.0938395686996708	True
5kmE3970N3120	5500	1767	702	252	25826	0.972821638699883	0.984398191410376	0.9886352899823271	0.004237098571951092	0.6438078012618564	0.805521189059983	0.8988561229630282	0.09333493390304515	True
5kmE3980N3120	3869	2074	844	303	14888	0.9433205696558823	0.9641256708198643	0.9759246279301121	0.01179895711024781	0.6383172299955372	0.7819993274978307	0.9000619402868345	0.11806261278900376	True
5kmE3975N3120	4028	1766	761	277	13661	0.94430404410569	0.965499014681941	0.9776660676452937	0.012167052963352742	0.6282271242559346	0.7655530219693873	0.9010395986472859	0.13548657667789854	True
5kmE3985N3120	3648	1741	739	259	14647	0.9495556774257794	0.9682438263726264	0.9792033105032314	0.01095948413060499	0.6228983351809938	0.7847486605354215	0.8909266886507338	0.1061780281153123	True
5kmE3990N3125	3614	1770	674	240	16824	0.9599460786615778	0.9743548519847854	0.9831757003261314	0.008820848341346	0.6516585264178292	0.7897039516659369	0.907784747812655	0.11808079614671807	True
5kmE3975N3125	5097	1677	583	231	20895	0.9721029263098772	0.9832002015040743	0.9884117809913573	0.0052115794872830135	0.6951162398144137	0.822358305214439	0.9160108135850751	0.0936525083706361	True
5kmE3995N3125	4046	1673	640	230	17703	0.9638543580432417	0.9762697511599103	0.9857693448612891	0.009499593701378761	0.6526960058640418	0.7838109722939912	0.9120934128769737	0.12828244058298244	True
5kmE4000N3125	4273	1587	590	215	20229	0.9708389262079974	0.9818027245254332	0.988518716637218	0.006715992111784863	0.6622584457140681	0.7931212599292263	0.9159443016087299	0.12282304167950353	True
5kmE3980N3125	4900	1762	682	242	23056	0.9704241317385042	0.9829352475712911	0.9879390506530646	0.005003803081773506	0.6471270349389986	0.8022667537938848	0.9070798436845429	0.10481308989065807	True
5kmE3985N3125	4125	1726	709	250	18027	0.9606768303535758	0.9760537170617661	0.9849121981811132	0.008858481119347061	0.6319755593318739	0.7781846677409682	0.9028572757693388	0.12467260802837066	True
5kmE3920N3125	9257	3222	1014	392	122907	0.9917505487461274	0.9951249837410323	0.9962223203156262	0.0010973365745938768	0.710735375227822	0.8508895809648006	0.9123768965119758	0.061487315547175236	True
5kmE3930N3125	7094	2621	890	325	46747	0.9809633052433298	0.9892818341612257	0.9911337625204255	0.0018519283591997837	0.6826509959998777	0.8480716945562999	0.9003433672019618	0.052271672645661904	True
5kmE3935N3125	7362	2469	914	327	67606	0.9864818039521416	0.9921693047259892	0.9941367144772926	0.001967409751303384	0.659069543187738	0.8210707934206197	0.9066068146570226	0.08553602123640291	True
5kmE3925N3125	8718	3077	1007	397	86999	0.9884262011993772	0.9932770020685893	0.994585408134415	0.001308406065825718	0.7067075636615643	0.8498827316647045	0.906530664543093	0.05664793287838843	True
5kmE3940N3130	6098	2678	967	356	40686	0.9762354806233762	0.9857414880090135	0.9889248900014971	0.00318340199248357	0.6709909625468659	0.8238793502210309	0.8981339301532707	0.07425457993223983	True
5kmE3930N3130	8791	3425	1115	457	102097	0.9890800314612707	0.9937854633483694	0.9947686711077169	0.0009832077593475708	0.7157713420700269	0.8574533403345749	0.897865278963526	0.040411938628951094	True
5kmE3920N3130	7612	2412	888	308	81921	0.9891612764506297	0.9938008406052549	0.995016798396041	0.001215957790786093	0.6533158154457022	0.8319789738702679	0.8872144783436928	0.05523550447342496	True
5kmE3925N3130	9172	3378	1080	384	113037	0.9904463470875744	0.99457218333192	0.9955595431926116	0.00098735986069165	0.689868633731997	0.85494714255872	0.9056829312724076	0.05073578871368767	True
5kmE3935N3130	6988	2686	935	411	52391	0.982155668573947	0.9892094370512062	0.9916036250232605	0.0023941879720542625	0.7163847519151268	0.830257670930478	0.900133041008934	0.06987537007845601	True
5kmE3920N3135	11484	2290	864	335	89967	0.9903971272042175	0.9943908960327976	0.9955940584281603	0.001203162395362667	0.6727229130085264	0.8225326612929071	0.8947917046959907	0.07225904340308353	True
5kmE3970N3125	6160	1797	684	229	27647	0.9752622112575533	0.9835377768922119	0.9904612379696596	0.006923461077447679	0.6376062464334049	0.762507519882302	0.9227341534094574	0.16022663352715538	True
5kmE3965N3125	6415	1738	694	274	24753	0.9719664455858759	0.9835063618487188	0.9875992728043802	0.004092910955661444	0.664179927200505	0.8044397901548181	0.8924604888976286	0.08802069874281049	True
5kmE3945N3130	6025	2542	951	303	45183	0.9789544870187766	0.9879003496825552	0.9912918182394073	0.0033914685568520175	0.6301182876137307	0.8123115553898851	0.9113407546274248	0.09902919923753972	True
5kmE3965N3130	7170	2310	797	320	42633	0.9813076551793528	0.9882205552371217	0.9916812774208992	0.003460722183777465	0.6994964396035093	0.8305218245376649	0.9105066232685707	0.0799847987309058	True
5kmE3950N3130	5152	2056	753	269	28380	0.9734709101921576	0.9832019424198295	0.9891071933220369	0.005905250902207393	0.6611537273978444	0.7799554124992512	0.9178423921585608	0.13788697965930963	True
5kmE3960N3130	7909	2556	946	292	55597	0.9829860216109141	0.9899400277550303	0.99282144425732	0.00288141650228968	0.6252145416881193	0.8054730855215776	0.8999883724367398	0.0945152869151622	True
5kmE3970N3130	6328	2125	774	304	34612	0.9776405895113472	0.985756638718671	0.9901606270176754	0.004403988299004347	0.6832431288244389	0.8076126325489617	0.8987488768976358	0.09113624434867418	True
5kmE3955N3130	5948	2083	725	279	33568	0.9784048443958409	0.9868337780005356	0.990828985966146	0.00399520796561037	0.6886355814719138	0.8184206996292732	0.9174056915943827	0.09898499196510946	True
5kmE3965N3135	5971	1815	624	230	33443	0.981343690530546	0.9883648286370278	0.991877963020451	0.0035131343834231554	0.6819903954692308	0.8210977852928856	0.9162885150469465	0.09519072975406095	True
5kmE3955N3135	5913	1955	664	254	47220	0.9859399812750971	0.9912590663265516	0.9941931989642664	0.0029341326377148036	0.6925848735940732	0.8205278619480043	0.9229981434218503	0.10247028147384596	True
5kmE3960N3135	6438	1716	666	221	50060	0.9866973363653344	0.9916218129932188	0.9952633420142605	0.003641529021041645	0.6310297894695711	0.7624549431805419	0.9346438109985017	0.17218886781795983	True
5kmE3945N3135	6461	3246	1044	410	42007	0.9751500207001923	0.9842498201963077	0.9886114650642165	0.004361644867908798	0.7095105976206934	0.8245807791922805	0.9199907607330465	0.09540998154076608	True
5kmE3950N3135	6137	3076	969	379	43246	0.9775961595870081	0.9864832857589972	0.9894510306364582	0.002967744877460987	0.7129392713342889	0.8467020032395064	0.9116733849036441	0.06497138166413774	True
5kmE3970N3135	5675	2104	763	284	34499	0.9778863182299005	0.9860624148807402	0.9901657097802644	0.0041032948995242124	0.6724698480485636	0.8115594353403143	0.9011989710760859	0.08963953573577166	True
5kmE3955N3140	5810	2222	833	296	46234	0.9819851602362241	0.9894750682369015	0.992688108231107	0.0032130399942055243	0.6547024735296558	0.8097743207841352	0.9110518219006325	0.10127750111649725	True
5kmE3965N3140	5519	2706	932	378	40461	0.9769688585557547	0.9856609750566633	0.9892583913747766	0.003597416318113278	0.7019882528170226	0.8340617932272614	0.9041735373789911	0.07011174415172972	True
5kmE3970N3140	4806	2187	818	309	25375	0.967768614613027	0.98022287583656	0.9870365330612826	0.006813657224722602	0.6689096942906203	0.8072295897767082	0.9156206970790508	0.10839110730234258	True
5kmE3960N3140	6243	2255	839	298	50281	0.9833156753316787	0.9900744598492977	0.9932832559240186	0.00320879607472091	0.6563080935695573	0.8017437070012478	0.9196597717529879	0.1179160647517401	True
5kmE3945N3140	5395	3011	973	369	32732	0.9702779176173572	0.9827136094213379	0.9864457051683344	0.003732095746996511	0.7012774873779931	0.8536456715671603	0.9105511918639301	0.05690552029676976	True
5kmE3950N3140	5841	3080	939	369	42098	0.9776979037687906	0.9869661173050744	0.9896077862120823	0.002641668907007899	0.7205454768395501	0.8594534098053804	0.9104628175085614	0.051009407703180965	True
5kmE3940N3135	6462	3091	1031	414	49361	0.9791156608984638	0.9878335951084102	0.9901383441100678	0.002304749001657669	0.7065836263144422	0.8480372190478411	0.9014185139771403	0.05338129492929922	True
5kmE3930N3135	9238	3591	1230	488	90516	0.9864124094407116	0.9924090132921803	0.993633423501513	0.001224410209332616	0.6985111143429096	0.8506212247097151	0.896400493041297	0.04577926833158186	True
5kmE3925N3135	13102	3638	1201	456	139905	0.9914161009897569	0.9951056688163058	0.9958680906554785	0.0007624218391727444	0.6970070594096057	0.851892858395553	0.8990881340020602	0.04719527560650727	True
5kmE3935N3135	7188	2813	984	394	59538	0.9834745814470479	0.9901692344326374	0.9922138730822186	0.002044638649581265	0.6960148690194834	0.8389105066366481	0.8952161669173112	0.056305660280663083	True
5kmE3940N3140	5663	2075	736	318	30700	0.9760297169595632	0.9858032533961838	0.9886948215009012	0.002891568104717357	0.7090204457127665	0.8320477610739341	0.8971366105634414	0.06508884948950733	True
5kmE3930N3140	9940	3121	1147	456	81968	0.9860078537038138	0.9918520754798054	0.9934708858036703	0.0016188103238649054	0.6839185951204969	0.831351880117867	0.8915760754369441	0.06022419531907708	True
5kmE3935N3140	6908	2836	1013	375	55431	0.9817269862325184	0.9894907635905128	0.991673486634366	0.002182723043853252	0.6745912474477569	0.8356059686497012	0.90058365214046	0.06497768349075883	True
5kmE3925N3140	13174	2510	885	351	166508	0.9946852600932892	0.9968816458491825	0.9974640648712804	0.0005824190220978798	0.6922953030333245	0.8395426478216834	0.8915321895757461	0.051989541754062674	True
5kmE3920N3140	12617	1818	604	202	145841	0.9958587230005997	0.9975942735061418	0.9982578602320747	0.0006635867259329187	0.6681518577204055	0.8288770232300594	0.9142065832344549	0.08532956000439551	True
5kmE3935N3145	5863	2333	802	294	30770	0.9739389110990733	0.9842252416626506	0.988197808728892	0.003972567066241384	0.6808303941794251	0.8254646175273991	0.9097627415964753	0.08429812406907622	True
5kmE3925N3145	10924	2351	935	314	129764	0.992795054790447	0.9960065675781771	0.99680640142695	0.0007998338487729129	0.6281140885805527	0.8099865804826317	0.888208608872818	0.07822202839018633	True
5kmE3940N3145	5032	2132	796	308	23790	0.966545709207047	0.9793209929947867	0.9853659424223964	0.0060449494276096916	0.6745996481564308	0.8143829383308012	0.9002689276630993	0.08588598933229807	True
5kmE3920N3145	10024	1877	634	248	105050	0.9939652497127034	0.9965291849735016	0.9972299826222204	0.0007007976487187761	0.698466862979844	0.8440715396117695	0.9067334543497888	0.0626619147380193	True
5kmE3915N3145	7188	1546	484	168	86664	0.9944157521757931	0.9966313271165085	0.997631729413433	0.0010004022969245518	0.6892267362216848	0.8366532984472437	0.9217247832343478	0.08507148478710413	True
5kmE3930N3145	8971	2549	1014	371	80473	0.9874005282943443	0.9925524203052719	0.9945309638073104	0.001978543502038521	0.6478497236909903	0.7951630810933943	0.8956119501304907	0.10044886903709638	True
5kmE3915N3150	5967	1412	504	188	48265	0.9895589560949254	0.9937282527186262	0.9953796405325903	0.0016513878139641225	0.6764197420403404	0.8126572872559946	0.9033403853964028	0.0906830981404082	True
5kmE3935N3150	6255	2780	1012	377	40364	0.9749311403349136	0.9850671910025448	0.9885704780301645	0.003503287027619706	0.6718117432104644	0.8315237198057045	0.8981023342658436	0.06657861446013913	True
5kmE3925N3150	5601	2500	969	392	37414	0.974104345426201	0.984230648710924	0.9882913822110432	0.004060733500119151	0.6761434009666434	0.8078233572651304	0.8925677005503305	0.08474434328520009	True
5kmE3930N3150	6002	2593	981	391	31852	0.9692053966566314	0.9816337562963309	0.9863224844169526	0.00468872812062171	0.6781858656145626	0.8276106296124663	0.8982732498856335	0.07066262027316716	True
5kmE3920N3150	6707	2242	765	308	79835	0.9904188870421365	0.9941746054701713	0.9954200639416747	0.001245458471503369	0.7024031917808006	0.8311806837471669	0.9003727737937809	0.06919209004661397	True
5kmE3970N3145	6269	2802	1060	338	44302	0.9760757491404848	0.9862000387608194	0.9903097087018006	0.004109669940981164	0.6277071491183684	0.8175235560089199	0.9031453535459967	0.08562179753707677	True
5kmE3965N3145	6251	2472	975	353	32057	0.9695889492751778	0.982782214463575	0.9863171192359859	0.0035349047724108074	0.6474121051777958	0.8131939982392524	0.8849637112448823	0.07176971300562984	True
5kmE3945N3145	3890	1763	685	255	15887	0.9568912390010277	0.9721056812980773	0.9812996364666922	0.009193955168614876	0.6571461844350854	0.7960496873373145	0.904597259701422	0.1085475723641075	True
5kmE3950N3145	4264	1753	629	259	18477	0.9659642521623775	0.9781282584833675	0.9863097833239146	0.008181524840547127	0.6965729196317463	0.8232571131708126	0.9200294600492122	0.09677234687839953	True
5kmE3955N3145	5233	1840	672	211	25120	0.9732516181454027	0.9841893289826396	0.9891093891404629	0.004920060157823314	0.6323241839913445	0.8089357689322024	0.9120832086002584	0.10314743966805595	True
5kmE3960N3145	5768	1831	715	253	27919	0.9743933425204105	0.9844925725262705	0.9893772077037393	0.0048846351774687324	0.6444571398815844	0.7910408722045431	0.9032278514301139	0.11218697922557075	True
5kmE3955N3150	5279	2361	1004	330	29476	0.9659426323718897	0.9806468917415468	0.9859709014314552	0.005324009689908316	0.6072518909530936	0.7913615579018034	0.8943792558461422	0.10301769794433879	True
5kmE3950N3150	3328	1313	582	194	12205	0.9523241784692313	0.9706662028168016	0.9817932869841599	0.011127084167358303	0.6007125245819607	0.7563444368580947	0.9048168861339176	0.14847244927582293	True
5kmE3970N3150	5163	2556	940	365	27713	0.9660860028428035	0.9793945779973351	0.9852949093526207	0.00590033135528556	0.6786723847932669	0.8132841451405316	0.9127676906073681	0.09948354546683646	True
5kmE3965N3150	6356	3221	1188	460	49072	0.9757936246792518	0.985735591780575	0.9890057252808617	0.0032701335002867093	0.6774166929753958	0.8223027076279537	0.894729473942567	0.07242676631461331	True
5kmE3995N3100	9686	3201	1174	405	69521	0.9831142191356383	0.9902113939793241	0.9924326268780569	0.0022212328987327723	0.6529455447031921	0.830362249483847	0.893609204448674	0.06324695496482702	True
5kmE4000N3100	9522	3198	1183	425	97175	0.987827005604319	0.9924089763506879	0.9949445786951607	0.0025356023444728093	0.6601593783563925	0.7892715621012767	0.919140371508769	0.12986880940749235	True
5kmE3990N3100	9454	2607	887	340	86004	0.9896873625529293	0.9938853729416421	0.995355104537015	0.0014697315953728918	0.6926343251239481	0.8359156707404433	0.9053955536764795	0.06947988293603624	True
5kmE3980N3100	6717	1949	656	246	55893	0.9882645993185469	0.9924108710840934	0.9951624503788206	0.0027515792947271356	0.6902691127416849	0.8099096372382337	0.9295033455100001	0.11959370827176641	True
5kmE3985N3100	7106	2215	708	306	38972	0.9818353208982175	0.9881477671558655	0.9916787128350155	0.0035309456791500216	0.7300729086759592	0.8355323393914592	0.9190314548041703	0.08349911541271104	True
5kmE3975N3100	5655	1772	576	259	34463	0.9832890811010289	0.9893120029667121	0.9923039211725362	0.002991918205824118	0.7345440206130046	0.8357516704328203	0.913474581871079	0.07772291143825871	True
5kmE3995N3105	8270	3418	1188	410	55584	0.9786287269228768	0.9877359717761311	0.9907067064026858	0.0029707346265546164	0.6651173079206708	0.8343054248034661	0.9089434501674596	0.07463802536399344	True
5kmE3985N3105	7303	2672	872	337	45378	0.9807856735358317	0.988444932790318	0.9913242969926989	0.002879364202380885	0.7031557311857894	0.8370146823924289	0.912757655954948	0.07574297356251902	True
5kmE3980N3105	7403	2187	712	265	74708	0.9904705198247805	0.9942001530275727	0.9958743443722889	0.001674191344716247	0.6957503440587401	0.8348384062710156	0.9228482295123372	0.08800982324132167	True
5kmE4000N3105	8871	3591	1210	447	65506	0.9815299481082997	0.98884045676948	0.9920587497936967	0.003218293024216723	0.6868111984106027	0.8278901067109159	0.9147940579041274	0.08690395119321148	True
5kmE4005N3110	3850	2315	907	287	21891	0.958574259062084	0.9743931827883011	0.9832598572090835	0.008866674420782372	0.6176933818741058	0.7947894171176343	0.9051134976143842	0.11032408049674991	True
5kmE4015N3110	4916	2114	888	279	23436	0.9621144186506791	0.9772819653899695	0.9842621767186882	0.006980211328718733	0.5993976826705972	0.7735990687353178	0.902112512522432	0.12851344378711416	True
5kmE4020N3110	6794	2540	909	353	64085	0.9858173350805207	0.9914645392911662	0.9938806668891143	0.00241612759794807	0.6845996884476467	0.8143722521370317	0.9077714636928287	0.093399211555797	True
5kmE4010N3110	3757	2143	801	302	18987	0.9578217083843651	0.9741210181352772	0.9824321655501589	0.008311147414881703	0.6686488852857205	0.7867907161694656	0.9170250446434536	0.13023432847398797	True
5kmE4025N3110	5230	1457	544	168	22708	0.9760465144195437	0.986164267942187	0.9901077770400825	0.003943509097895426	0.6232905766532463	0.8131710466939697	0.9001887429631871	0.0870176962692174	True
5kmE4005N3115	3052	1776	730	248	13458	0.945769247544464	0.9644981052713507	0.9796720048895089	0.015173899618158182	0.6231484641127273	0.7534997575077004	0.9154731150897284	0.16197335758202802	True
5kmE4015N3115	4324	2156	852	325	20893	0.9592279869821058	0.9737963467979893	0.9836967816086701	0.009900434810680814	0.6588200846358832	0.7824709497983776	0.9189413018701097	0.13647035207173208	True
5kmE4010N3115	3195	1901	760	310	11736	0.9352585262778708	0.9572503900815846	0.975201209652215	0.017950819570630383	0.6711809099910485	0.7735479717789233	0.9208262214615401	0.14727824968261682	True
5kmE4025N3115	6027	2307	821	331	33413	0.9754320127671013	0.9848592325218202	0.9888800190610789	0.004020786539258747	0.6938304372900516	0.8212306606830121	0.9020776064366064	0.0808469457535943	True
5kmE4030N3115	3999	1229	515	183	12008	0.9571195477600527	0.9744215638340828	0.9812069817248342	0.006785417890751377	0.6291345310997001	0.7995760291057978	0.881709483156184	0.08213345405038619	True
5kmE4020N3115	5939	2370	946	301	30345	0.9688285177153637	0.9815771143262249	0.9871254177902357	0.005548303464010806	0.6145753751034548	0.7880021440913714	0.9103534578815556	0.12235131379018427	True
5kmE4030N3120	5263	2189	802	322	30423	0.97364238793845	0.9848071874429396	0.987927005912078	0.0031198184691384467	0.6867291111348385	0.8343122611110246	0.898723342709955	0.06441108159893039	True
5kmE4005N3120	3632	1842	806	258	18497	0.9564330477677508	0.97222470253775	0.98470312059076	0.012478418053010087	0.5940713116179419	0.7490876827801966	0.910204630253632	0.1611169474734354	True
5kmE4015N3120	4692	2136	825	331	17945	0.9540340538958243	0.9718533412260973	0.9796370780823259	0.007783736856228574	0.6751128859646048	0.7930669843469382	0.893640789902498	0.10057380555555973	True
5kmE4020N3120	5208	2448	999	362	21519	0.9535823701958911	0.9728629601021509	0.9798018182736457	0.006938858171494755	0.6398009943414555	0.7883787464328814	0.887504694618592	0.09912594818571063	True
5kmE4025N3120	6525	2947	1065	412	45994	0.976847551591613	0.986918119664601	0.9896176935701425	0.0026995739055415413	0.6816590493242235	0.8322104312938656	0.9048634317622587	0.07265300046839307	True
