eeacellcode	C1_lo
5kmE3930N3165	0.922048244457818
5kmE3940N3165	0.9015505306956805
5kmE3925N3165	0.7652224046839359
5kmE3935N3165	0.9530901390438516
5kmE3890N3075	0.8709654198821953
5kmE3895N3075	0.7652407310473128
5kmE3900N3075	0.8115337638059669
5kmE3910N3075	0.8910420150563723
5kmE3890N3080	0.938884846442613
5kmE3910N3080	0.9597087691196665
5kmE3885N3080	0.8004144380053363
5kmE3870N3080	0.742229923587082
5kmE3845N3085	0.9399003912865393
5kmE3810N3085	
5kmE3815N3085	0.21167883211678828
5kmE3810N3090	0.962545638447435
5kmE3815N3090	0.9662794694580252
5kmE3805N3095	0.9374054512638299
5kmE3815N3095	0.9802961564712509
5kmE3840N3090	0.8923694920936052
5kmE3830N3090	0.8261807482900344
5kmE3835N3090	0.7312746174884078
5kmE3845N3090	0.9798122758261186
5kmE3820N3090	0.7220847849155054
5kmE3825N3090	0.6700449359213205
5kmE3845N3095	0.9871386903965627
5kmE3840N3095	0.9832975048790842
5kmE3835N3095	0.9700059123220617
5kmE3830N3095	0.943197983903091
5kmE3825N3095	0.9022035694584318
5kmE3820N3095	0.9480794391367005
5kmE3845N3100	0.9930712983319394
5kmE3840N3100	0.9896796775649479
5kmE3830N3100	0.9476980711874887
5kmE3835N3100	0.9861302092888278
5kmE3820N3100	0.9831827839264725
5kmE3825N3100	0.9567289271669794
5kmE3820N3105	0.9883390522229737
5kmE3810N3095	0.9822195750611356
5kmE3805N3100	0.9595960777250014
5kmE3810N3100	0.9775279568707433
5kmE3815N3100	0.9836975153522822
5kmE3800N3100	0.7999025623850182
5kmE3795N3105	0.6824203023564053
5kmE3830N3105	0.9406866121862307
5kmE3825N3105	0.9579309152169816
5kmE3835N3105	0.9730100003088998
5kmE3840N3105	0.9821473896553151
5kmE3845N3105	0.9849371463845326
5kmE3825N3110	0.9360668756971876
5kmE3835N3110	0.9738325763748389
5kmE3830N3110	0.9487240993671463
5kmE3820N3110	0.946440295672784
5kmE3840N3110	0.9712777170416566
5kmE3815N3105	0.9859929173962572
5kmE3800N3105	0.938830013555384
5kmE3810N3105	0.9760348582590136
5kmE3805N3105	0.9667003658456463
5kmE3800N3110	0.9475617551859605
5kmE3805N3110	0.97269504838951
5kmE3815N3110	0.9650441477437643
5kmE3810N3110	0.9693274158383541
5kmE3795N3110	0.9082396131404464
5kmE3815N3115	0.9908255861543163
5kmE3805N3115	0.983797515488847
5kmE3800N3115	0.966820603527656
5kmE3795N3115	0.9244890847003945
5kmE3810N3115	0.9790966996377524
5kmE3860N3085	0.9123282210832759
5kmE3875N3085	0.9485061714274567
5kmE3855N3085	0.9644798596161894
5kmE3870N3085	0.9943842220274421
5kmE3850N3085	0.9540248649040401
5kmE3865N3085	0.9939152033382579
5kmE3880N3085	0.8688466582822112
5kmE3895N3080	0.9636303306793937
5kmE3900N3080	0.905959169356242
5kmE3905N3080	0.8176182010512066
5kmE3890N3085	0.9859728961038235
5kmE3905N3085	0.9343040185581961
5kmE3885N3085	0.9659690629605889
5kmE3900N3085	0.9528658530262372
5kmE3895N3085	0.9846368376496235
5kmE3910N3085	0.9677380409092754
5kmE3905N3090	0.9487635796114178
5kmE3910N3090	0.9747290087237693
5kmE3880N3090	0.9541765261913798
5kmE3890N3090	0.9871407914952284
5kmE3885N3090	0.9816156764587798
5kmE3895N3090	0.9839554855834743
5kmE3900N3090	0.9686571018851832
5kmE3905N3095	0.9768875286671109
5kmE3880N3095	0.981077924344036
5kmE3895N3095	0.9870530421858961
5kmE3910N3095	0.9805934176619847
5kmE3860N3090	0.9767187340556306
5kmE3865N3090	0.9944580710579978
5kmE3870N3090	0.9952128896260912
5kmE3850N3090	0.9881356146020702
5kmE3875N3090	0.9748200054668051
5kmE3855N3090	0.9872473891606339
5kmE3855N3095	0.9904665295718581
5kmE3870N3095	0.9890476839830555
5kmE3850N3095	0.9892954555325205
5kmE3860N3095	0.9888228963977408
5kmE3900N3095	0.9837194311855522
5kmE3885N3095	0.9873683437088097
5kmE3890N3095	0.9783120388200728
5kmE3885N3100	0.9806912042793556
5kmE3905N3100	0.9883717080453829
5kmE3895N3100	0.9879917693218131
5kmE3890N3100	0.980809548379341
5kmE3880N3100	0.983294174923821
5kmE3900N3100	0.9917549924558637
5kmE3910N3100	0.9750569995091037
5kmE3925N3095	0.992341430755224
5kmE3920N3095	0.9932541690633517
5kmE3915N3095	0.9910936307204189
5kmE3935N3100	0.9827114793272262
5kmE3930N3100	0.9850487678615908
5kmE3925N3100	0.9916518149813718
5kmE3920N3100	0.9924532816808004
5kmE3915N3100	0.9878865246424263
5kmE3915N3105	0.981434017876135
5kmE3930N3105	0.985956635560027
5kmE3875N3095	0.9784193769797005
5kmE3865N3095	0.9899983075472762
5kmE3855N3100	0.9920823122008124
5kmE3850N3100	0.9957004820433553
5kmE3865N3100	0.9891990037615271
5kmE3860N3100	0.978002296129676
5kmE3875N3100	0.9888425048526782
5kmE3870N3100	0.991034937314952
5kmE3855N3105	0.9854598712541202
5kmE3870N3105	0.9928320898616434
5kmE3865N3105	0.9911408649993402
5kmE3860N3105	0.9716519374054021
5kmE3875N3105	0.9936053468578078
5kmE3850N3105	0.9912990062894723
5kmE3865N3110	0.988075639194872
5kmE3880N3110	0.9867169454509669
5kmE3855N3110	0.9782095402710913
5kmE3870N3110	0.9891889631696341
5kmE3875N3110	0.9915591608483646
5kmE3860N3110	0.9864485706825888
5kmE3880N3105	0.9863577364029998
5kmE3900N3105	0.9900208764828432
5kmE3910N3105	0.9758147920746049
5kmE3885N3105	0.9751721761744581
5kmE3895N3105	0.984655812576382
5kmE3890N3105	0.9731909712281067
5kmE3905N3105	0.9851471667283854
5kmE3885N3110	0.9685806816712841
5kmE3895N3110	0.9846383889614574
5kmE3900N3110	0.9851701330590041
5kmE3850N3110	0.967497585742528
5kmE3845N3110	0.9650390073681061
5kmE3845N3115	0.9636529248887921
5kmE3820N3115	0.9847582504859194
5kmE3835N3115	0.9831240338451505
5kmE3840N3115	0.9674154541148934
5kmE3830N3115	0.9537566901837334
5kmE3850N3115	0.9600055401345471
5kmE3825N3115	0.9490757841040518
5kmE3835N3120	0.9717180638571884
5kmE3815N3120	0.9933726196565579
5kmE3810N3120	0.9789515028043123
5kmE3800N3120	0.9411837124155513
5kmE3795N3120	0.9563114593186158
5kmE3805N3120	0.9611878291474453
5kmE3805N3125	0.9733550567002748
5kmE3800N3125	0.9748815384641567
5kmE3820N3125	0.9758195512436147
5kmE3815N3125	0.9863044807035581
5kmE3825N3120	0.9699583191870178
5kmE3820N3120	0.9892832919927658
5kmE3850N3120	0.9559192343174024
5kmE3830N3120	0.9671732512023995
5kmE3845N3120	0.9556906806102297
5kmE3840N3120	0.9601220639814081
5kmE3845N3125	0.9745541896231181
5kmE3825N3125	0.9607772775710456
5kmE3840N3125	0.9653061124187945
5kmE3835N3125	0.9696807448868451
5kmE3795N3125	0.9010913725406977
5kmE3810N3125	0.975340399176392
5kmE3810N3130	0.9800441176769301
5kmE3805N3130	0.9842744963192319
5kmE3800N3130	0.9811092493490512
5kmE3795N3130	0.8806182888594589
5kmE3815N3130	0.9892460165412381
5kmE3830N3125	0.9647614056471138
5kmE3850N3125	0.9702936192487756
5kmE3845N3130	0.9734225123429486
5kmE3825N3130	0.9681893787864713
5kmE3850N3130	0.9842942204725096
5kmE3835N3130	0.9715938616342651
5kmE3830N3130	0.9694019579297884
5kmE3840N3130	0.9703557005444244
5kmE3820N3130	0.9837691481859568
5kmE3845N3135	0.9906952965035408
5kmE3810N3135	0.9894276114394605
5kmE3795N3135	0.8373092690907848
5kmE3815N3135	0.9881487671184422
5kmE3800N3135	0.9733752422715609
5kmE3820N3135	0.9786339089762185
5kmE3805N3135	0.9829764290839983
5kmE3810N3140	0.9894666189911397
5kmE3800N3140	0.7963754558920756
5kmE3805N3140	0.9545703966035267
5kmE3820N3140	0.9789736956968451
5kmE3815N3140	0.9909089565932864
5kmE3815N3145	0.9355101312593657
5kmE3820N3145	0.9759584565144095
5kmE3890N3110	0.9807950288584264
5kmE3905N3110	0.9844776029934738
5kmE3910N3110	0.975655928836782
5kmE3910N3115	0.9844160432563315
5kmE3900N3115	0.9917347262919975
5kmE3895N3115	0.9952461794796389
5kmE3890N3115	0.9913502648953317
5kmE3905N3115	0.9915361486067377
5kmE3885N3115	0.9857841635470739
5kmE3895N3120	0.9931739883255463
5kmE3880N3115	0.9907423461473646
5kmE3860N3115	0.9861369654497841
5kmE3855N3115	0.9734192471739053
5kmE3865N3115	0.9890840251664501
5kmE3870N3115	0.9916429310361574
5kmE3875N3115	0.9899730005721727
5kmE3880N3120	0.993264449289283
5kmE3875N3120	0.9934106956403169
5kmE3870N3120	0.9909947829650323
5kmE3855N3120	0.9548037429285797
5kmE3900N3120	0.9891254482923485
5kmE3885N3120	0.9866491394885673
5kmE3905N3120	0.9894068429368078
5kmE3890N3120	0.9882099037711753
5kmE3910N3120	0.9905490880642832
5kmE3885N3125	0.9869400573575232
5kmE3890N3125	0.9841635365479525
5kmE3910N3125	0.9900567457033498
5kmE3900N3125	0.9920027481654317
5kmE3895N3125	0.9897276121794673
5kmE3860N3120	0.977350311467964
5kmE3865N3120	0.9905662265800547
5kmE3875N3125	0.9935641842689478
5kmE3865N3125	0.9885825376970485
5kmE3880N3125	0.9919911641982685
5kmE3855N3125	0.9771574131517863
5kmE3860N3125	0.990877031140519
5kmE3870N3125	0.986682453554132
5kmE3870N3130	0.9891344130019473
5kmE3875N3130	0.9904678158333008
5kmE3915N3125	0.990955966898517
5kmE3905N3125	0.9910982065763604
5kmE3905N3130	0.9858926081630989
5kmE3900N3130	0.9893654894778672
5kmE3890N3130	0.9848787687451633
5kmE3910N3130	0.9913593382479691
5kmE3885N3130	0.9877885711192548
5kmE3895N3130	0.9923909859244128
5kmE3915N3130	0.9862714919533455
5kmE3890N3135	0.9820917656363138
5kmE3865N3130	0.9891000509919552
5kmE3860N3130	0.9909816290974215
5kmE3880N3130	0.9901806436954808
5kmE3855N3130	0.986480391061808
5kmE3860N3135	0.9861672840184496
5kmE3880N3135	0.9898843227958686
5kmE3855N3135	0.9844277311418962
5kmE3875N3135	0.9922265857630523
5kmE3865N3135	0.9922329354225029
5kmE3870N3135	0.9940360301427243
5kmE3900N3135	0.980882275167362
5kmE3910N3135	0.9751597755849141
5kmE3905N3135	0.9710498691520916
5kmE3885N3135	0.9908399447272515
5kmE3915N3135	0.9809563947287733
5kmE3895N3135	0.9857485395107642
5kmE3915N3140	0.9958226935815696
5kmE3910N3140	0.9884839571391607
5kmE3885N3140	0.9921786822753443
5kmE3895N3140	0.9607811756874769
5kmE3825N3135	0.9794319321208488
5kmE3850N3135	0.9902353903838924
5kmE3830N3135	0.9876059435067799
5kmE3840N3135	0.9826647001771929
5kmE3835N3135	0.978713660767973
5kmE3840N3140	0.9894095497311889
5kmE3835N3140	0.9912293742253624
5kmE3850N3140	0.9910582036358401
5kmE3845N3140	0.992863494507768
5kmE3825N3140	0.9902608944411302
5kmE3865N3140	0.981454141397323
5kmE3855N3140	0.9789931751280192
5kmE3880N3140	0.9922803111036045
5kmE3870N3140	0.9907422997548759
5kmE3860N3140	0.9753557237490426
5kmE3875N3140	0.9904827564456568
5kmE3860N3145	0.9737262905220688
5kmE3865N3145	0.984598231824829
5kmE3855N3145	0.9811826239733245
5kmE3875N3145	0.9922841607478678
5kmE3830N3140	0.9929013522698986
5kmE3850N3145	0.9908299003877883
5kmE3845N3145	0.9911375394920204
5kmE3825N3145	0.99208801141832
5kmE3830N3145	0.992743011480151
5kmE3835N3145	0.9932817363626911
5kmE3840N3145	0.9914159149515163
5kmE3830N3150	0.9864623843592344
5kmE3835N3150	0.9878834628241294
5kmE3825N3150	0.981926220489346
5kmE3905N3140	0.9750892698924071
5kmE3890N3140	0.9786951629486113
5kmE3900N3140	0.9688327099807655
5kmE3905N3145	0.9324588862513059
5kmE3885N3145	0.989277236726732
5kmE3910N3145	0.9917370640474549
5kmE3900N3145	0.8124934702923726
5kmE3910N3150	0.9497477657381027
5kmE3880N3145	0.9920052147740603
5kmE3870N3145	0.9916456973516165
5kmE3860N3150	0.961840931572362
5kmE3880N3150	0.9016719643816711
5kmE3855N3150	0.9858795076442036
5kmE3875N3150	0.9831823804443055
5kmE3865N3150	0.9590475843094731
5kmE3870N3150	0.976794650663237
5kmE3850N3150	0.9933386338846806
5kmE3845N3150	0.9939174650264505
5kmE3840N3150	0.9949419308369108
5kmE3845N3155	0.9953614994357793
5kmE3835N3155	0.9874820349331375
5kmE3850N3155	0.993237618313441
5kmE3830N3155	0.8563477367089165
5kmE3840N3155	0.9931292563538605
5kmE3860N3155	0.9804138870053789
5kmE3855N3155	0.9918864167055682
5kmE3860N3160	0.9747797017320288
5kmE3855N3160	0.9859132156846048
5kmE3840N3160	0.9904061801816251
5kmE3845N3160	0.9962958299194528
5kmE3850N3160	0.98822425593762
